index,name,造成伤害,承受伤害,造成治疗,收到治疗,有效护盾,击杀数,位置,胜利,描述,时间戳
13,toad,349,676,0,0,96,1,0,false,mate,2026-01-13 23:45:17
3,vampiro,354,708,168,168,0,0,1,false,mate,2026-01-13 23:45:17
7,Bosque,450,955,353,395,0,0,2,false,mate,2026-01-13 23:45:17
10,magia,1628,480,0,0,0,0,3,false,mate,2026-01-13 23:45:17
15,assassin,471,500,0,0,0,1,4,false,mate,2026-01-13 23:45:17
12,arqureo,872,500,0,0,0,0,5,false,mate,2026-01-13 23:45:17
7,Bosque,252,1121,398,447,127,0,0,true,enemy,2026-01-13 23:45:17
6,capitan,782,411,160,160,93,1,1,true,enemy,2026-01-13 23:45:17
9,pantano,622,1232,576,576,140,2,2,true,enemy,2026-01-13 23:45:17
2,sniper,868,553,0,0,201,4,3,true,enemy,2026-01-13 23:45:17
5,spider,867,247,0,0,124,1,4,true,enemy,2026-01-13 23:45:17
14,queen,450,569,0,0,150,0,5,true,enemy,2026-01-13 23:45:17

7,Bosque,250,672,100,112,0,0,0,false,mate,2026-01-13 23:45:18
6,capitan,458,772,80,80,62,1,1,false,mate,2026-01-13 23:45:18
9,pantano,515,1267,672,672,153,2,2,false,mate,2026-01-13 23:45:18
2,sniper,561,588,0,0,88,0,3,false,mate,2026-01-13 23:45:18
5,spider,901,643,0,0,176,2,4,false,mate,2026-01-13 23:45:18
14,queen,564,733,0,0,233,1,5,false,mate,2026-01-13 23:45:18
16,shield,678,796,0,0,196,0,0,true,enemy,2026-01-13 23:45:18
6,capitan,284,630,0,0,0,0,1,true,enemy,2026-01-13 23:45:18
13,toad,450,668,0,0,88,0,2,true,enemy,2026-01-13 23:45:18
5,spider,1264,180,0,0,0,4,3,true,enemy,2026-01-13 23:45:18
2,sniper,450,500,0,0,0,1,4,true,enemy,2026-01-13 23:45:18
10,magia,1544,345,0,0,0,0,5,true,enemy,2026-01-13 23:45:18

16,shield,447,746,0,0,146,1,0,false,mate,2026-01-13 23:45:18
6,capitan,240,630,0,0,0,0,1,false,mate,2026-01-13 23:45:18
13,toad,350,580,0,0,0,0,2,false,mate,2026-01-13 23:45:18
5,spider,722,480,0,0,0,0,3,false,mate,2026-01-13 23:45:18
2,sniper,489,500,0,0,0,0,4,false,mate,2026-01-13 23:45:18
10,magia,1341,480,0,0,0,1,5,false,mate,2026-01-13 23:45:18
4,monje,407,958,0,0,381,0,0,true,enemy,2026-01-13 23:45:18
13,toad,350,733,0,0,153,0,1,true,enemy,2026-01-13 23:45:18
6,capitan,707,865,160,160,214,0,2,true,enemy,2026-01-13 23:45:18
14,queen,472,528,0,0,137,1,3,true,enemy,2026-01-13 23:45:18
12,arqureo,995,146,0,0,62,1,4,true,enemy,2026-01-13 23:45:18
15,assassin,621,356,0,0,122,4,5,true,enemy,2026-01-13 23:45:18

4,monje,647,961,0,0,381,0,0,false,mate,2026-01-13 23:45:19
13,toad,300,818,0,0,238,0,1,false,mate,2026-01-13 23:45:19
6,capitan,355,695,0,0,65,0,2,false,mate,2026-01-13 23:45:19
14,queen,398,588,0,0,88,1,3,false,mate,2026-01-13 23:45:19
12,arqureo,1137,562,0,0,62,2,4,false,mate,2026-01-13 23:45:19
15,assassin,345,575,0,0,88,1,5,false,mate,2026-01-13 23:45:19
13,toad,250,676,0,0,109,0,0,true,enemy,2026-01-13 23:45:19
6,capitan,413,863,80,80,153,1,1,true,enemy,2026-01-13 23:45:19
4,monje,1025,490,0,0,167,1,2,true,enemy,2026-01-13 23:45:19
14,queen,405,601,0,0,114,0,3,true,enemy,2026-01-13 23:45:19
2,sniper,908,526,0,0,26,1,4,true,enemy,2026-01-13 23:45:19
12,arqureo,1211,0,0,0,0,3,5,true,enemy,2026-01-13 23:45:19

13,toad,300,1002,58,58,364,0,0,true,mate,2026-01-13 23:45:19
6,capitan,381,876,80,80,166,0,1,true,mate,2026-01-13 23:45:19
4,monje,863,804,0,0,237,2,2,true,mate,2026-01-13 23:45:19
14,queen,472,464,0,0,89,0,3,true,mate,2026-01-13 23:45:19
2,sniper,940,344,0,0,54,2,4,true,mate,2026-01-13 23:45:19
12,arqureo,1051,200,0,0,54,2,5,true,mate,2026-01-13 23:45:19
6,capitan,398,757,80,127,0,1,0,false,enemy,2026-01-13 23:45:19
3,vampiro,619,969,326,429,0,1,1,false,enemy,2026-01-13 23:45:19
7,Bosque,250,732,139,172,0,0,2,false,enemy,2026-01-13 23:45:19
8,ghost,1386,514,0,47,0,0,3,false,enemy,2026-01-13 23:45:19
1,sonida,504,507,352,80,0,0,4,false,enemy,2026-01-13 23:45:19
2,sniper,533,528,0,61,0,0,5,false,enemy,2026-01-13 23:45:19

13,toad,400,977,58,58,339,0,0,true,mate,2026-01-13 23:45:20
6,capitan,574,876,80,80,166,0,1,true,mate,2026-01-13 23:45:20
4,monje,1043,963,0,0,430,1,2,true,mate,2026-01-13 23:45:20
14,queen,495,650,0,0,150,0,3,true,mate,2026-01-13 23:45:20
2,sniper,489,658,0,0,158,1,4,true,mate,2026-01-13 23:45:20
12,arqureo,1262,662,0,0,180,4,5,true,mate,2026-01-13 23:45:20
7,Bosque,426,1034,427,474,0,1,0,false,enemy,2026-01-13 23:45:20
16,shield,414,650,0,0,50,0,1,false,enemy,2026-01-13 23:45:20
9,pantano,468,1019,480,480,0,1,2,false,enemy,2026-01-13 23:45:20
8,ghost,1269,500,0,0,0,4,3,false,enemy,2026-01-13 23:45:20
10,magia,1690,480,0,0,0,0,4,false,enemy,2026-01-13 23:45:20
15,assassin,519,500,0,0,0,2,5,false,enemy,2026-01-13 23:45:20

13,toad,300,707,0,0,127,0,0,false,mate,2026-01-13 23:45:20
6,capitan,632,861,80,80,151,1,1,false,mate,2026-01-13 23:45:20
4,monje,517,927,0,0,347,0,2,false,mate,2026-01-13 23:45:20
14,queen,405,588,0,0,88,0,3,false,mate,2026-01-13 23:45:20
2,sniper,916,562,0,0,62,1,4,false,mate,2026-01-13 23:45:20
12,arqureo,672,575,0,0,75,0,5,false,mate,2026-01-13 23:45:20
4,monje,667,959,0,0,416,1,0,true,enemy,2026-01-13 23:45:20
13,toad,275,818,0,0,238,0,1,true,enemy,2026-01-13 23:45:20
9,pantano,569,1050,384,384,140,1,2,true,enemy,2026-01-13 23:45:20
14,queen,460,0,0,0,0,0,3,true,enemy,2026-01-13 23:45:20
2,sniper,900,439,0,0,75,2,4,true,enemy,2026-01-13 23:45:20
10,magia,1354,144,0,0,13,3,5,true,enemy,2026-01-13 23:45:20

4,monje,220,682,0,0,115,0,0,false,mate,2026-01-13 23:45:21
13,toad,350,924,58,58,286,0,1,false,mate,2026-01-13 23:45:21
9,pantano,556,1022,672,672,75,3,2,false,mate,2026-01-13 23:45:21
14,queen,270,588,0,0,88,0,3,false,mate,2026-01-13 23:45:21
2,sniper,1018,500,0,0,0,1,4,false,mate,2026-01-13 23:45:21
10,magia,2091,480,0,0,0,0,5,false,mate,2026-01-13 23:45:21
11,guerra,787,908,211,211,114,1,0,true,enemy,2026-01-13 23:45:21
7,Bosque,623,1159,589,661,254,2,1,true,enemy,2026-01-13 23:45:21
3,vampiro,520,951,258,258,153,0,2,true,enemy,2026-01-13 23:45:21
5,spider,1119,497,0,0,165,3,3,true,enemy,2026-01-13 23:45:21
14,queen,581,389,0,0,188,0,4,true,enemy,2026-01-13 23:45:21
15,assassin,579,601,0,0,101,1,5,true,enemy,2026-01-13 23:45:21

11,guerra,624,1001,355,355,111,0,0,false,mate,2026-01-13 23:45:22
7,Bosque,300,1148,388,435,153,0,1,false,mate,2026-01-13 23:45:22
3,vampiro,487,872,270,270,62,0,2,false,mate,2026-01-13 23:45:22
5,spider,1116,534,0,0,54,4,3,false,mate,2026-01-13 23:45:22
14,queen,463,615,0,0,115,1,4,false,mate,2026-01-13 23:45:22
15,assassin,580,500,0,0,0,0,5,false,mate,2026-01-13 23:45:22
16,shield,380,692,0,42,50,0,0,true,enemy,2026-01-13 23:45:22
6,capitan,501,757,80,127,0,0,1,true,enemy,2026-01-13 23:45:22
11,guerra,795,785,175,208,0,1,2,true,enemy,2026-01-13 23:45:22
1,sonida,288,521,249,61,0,0,3,true,enemy,2026-01-13 23:45:22
12,arqureo,1322,533,0,33,0,1,4,true,enemy,2026-01-13 23:45:22
8,ghost,1384,194,0,33,0,8,5,true,enemy,2026-01-13 23:45:22

16,shield,359,650,0,0,50,0,0,true,mate,2026-01-13 23:45:22
6,capitan,300,672,0,42,0,0,1,true,mate,2026-01-13 23:45:22
11,guerra,705,806,210,271,0,0,2,true,mate,2026-01-13 23:45:22
1,sonida,336,521,230,61,0,0,3,true,mate,2026-01-13 23:45:22
12,arqureo,1004,353,0,33,0,4,4,true,mate,2026-01-13 23:45:22
8,ghost,761,0,0,33,0,5,5,true,mate,2026-01-13 23:45:22
11,guerra,502,775,215,215,0,0,0,false,enemy,2026-01-13 23:45:22
13,toad,250,580,0,0,0,0,1,false,enemy,2026-01-13 23:45:22
6,capitan,355,630,0,0,0,0,2,false,enemy,2026-01-13 23:45:22
5,spider,961,480,0,0,0,1,3,false,enemy,2026-01-13 23:45:22
2,sniper,555,500,0,0,0,2,4,false,enemy,2026-01-13 23:45:22
15,assassin,451,500,0,0,0,1,5,false,enemy,2026-01-13 23:45:22

16,shield,578,747,0,47,100,0,0,false,mate,2026-01-13 23:45:23
6,capitan,501,785,80,155,0,0,1,false,mate,2026-01-13 23:45:23
11,guerra,434,642,65,107,0,0,2,false,mate,2026-01-13 23:45:23
1,sonida,403,535,305,75,0,1,3,false,mate,2026-01-13 23:45:23
12,arqureo,1322,533,0,33,0,1,4,false,mate,2026-01-13 23:45:23
8,ghost,1027,533,0,33,0,4,5,false,mate,2026-01-13 23:45:23
13,toad,415,832,0,0,263,0,0,true,enemy,2026-01-13 23:45:23
3,vampiro,482,1066,303,303,223,0,1,true,enemy,2026-01-13 23:45:23
4,monje,434,809,0,0,229,1,2,true,enemy,2026-01-13 23:45:23
10,magia,1404,574,0,0,102,1,3,true,enemy,2026-01-13 23:45:23
2,sniper,643,601,0,0,101,2,4,true,enemy,2026-01-13 23:45:23
14,queen,549,372,0,0,49,2,5,true,enemy,2026-01-13 23:45:23

13,toad,230,672,0,0,92,0,0,true,mate,2026-01-13 23:45:24
3,vampiro,593,516,255,255,62,2,1,true,mate,2026-01-13 23:45:24
4,monje,407,778,0,0,217,0,2,true,mate,2026-01-13 23:45:24
10,magia,1149,568,0,0,88,0,3,true,mate,2026-01-13 23:45:24
2,sniper,1087,0,0,0,0,4,4,true,mate,2026-01-13 23:45:24
14,queen,450,624,0,0,134,0,5,true,mate,2026-01-13 23:45:24
6,capitan,519,785,80,155,0,0,0,false,enemy,2026-01-13 23:45:24
13,toad,300,737,0,61,96,0,1,false,enemy,2026-01-13 23:45:24
4,monje,401,779,0,47,152,1,2,false,enemy,2026-01-13 23:45:24
1,sonida,424,549,338,89,0,1,3,false,enemy,2026-01-13 23:45:24
15,assassin,661,533,0,33,0,1,4,false,enemy,2026-01-13 23:45:24
12,arqureo,872,533,0,33,0,0,5,false,enemy,2026-01-13 23:45:24

13,toad,300,749,0,0,182,0,0,false,mate,2026-01-13 23:45:25
3,vampiro,558,910,308,308,75,0,1,false,mate,2026-01-13 23:45:25
4,monje,794,836,0,0,256,0,2,false,mate,2026-01-13 23:45:25
10,magia,1629,595,0,0,115,1,3,false,mate,2026-01-13 23:45:25
2,sniper,894,602,0,0,102,3,4,false,mate,2026-01-13 23:45:25
14,queen,730,616,0,0,116,0,5,false,mate,2026-01-13 23:45:25
4,monje,497,904,0,0,337,0,0,true,enemy,2026-01-13 23:45:25
9,pantano,935,1452,768,768,189,3,1,true,enemy,2026-01-13 23:45:25
13,toad,300,803,0,0,236,0,2,true,enemy,2026-01-13 23:45:25
14,queen,408,689,0,0,189,0,3,true,enemy,2026-01-13 23:45:25
8,ghost,1651,472,0,0,62,7,4,true,enemy,2026-01-13 23:45:25
2,sniper,568,571,0,0,84,2,5,true,enemy,2026-01-13 23:45:25

4,monje,527,898,0,0,318,1,0,false,mate,2026-01-13 23:45:25
9,pantano,618,964,336,336,140,1,1,false,mate,2026-01-13 23:45:25
13,toad,300,795,0,0,223,0,2,false,mate,2026-01-13 23:45:25
14,queen,495,601,0,0,101,0,3,false,mate,2026-01-13 23:45:25
8,ghost,1216,562,0,0,62,3,4,false,mate,2026-01-13 23:45:25
2,sniper,731,500,0,0,0,0,5,false,mate,2026-01-13 23:45:25
3,vampiro,558,1001,308,308,153,0,0,true,enemy,2026-01-13 23:45:25
9,pantano,341,863,313,313,101,2,1,true,enemy,2026-01-13 23:45:25
11,guerra,1001,982,387,387,180,2,2,true,enemy,2026-01-13 23:45:25
14,queen,495,288,0,0,115,0,3,true,enemy,2026-01-13 23:45:25
12,arqureo,998,613,0,0,113,1,4,true,enemy,2026-01-13 23:45:25
2,sniper,942,147,0,0,54,2,5,true,enemy,2026-01-13 23:45:25

3,vampiro,641,1024,305,305,179,0,0,false,mate,2026-01-13 23:45:26
9,pantano,264,778,288,288,39,0,1,false,mate,2026-01-13 23:45:26
11,guerra,352,613,65,65,13,0,2,false,mate,2026-01-13 23:45:26
14,queen,495,615,0,0,128,0,3,false,mate,2026-01-13 23:45:26
12,arqureo,600,500,0,0,0,0,4,false,mate,2026-01-13 23:45:26
2,sniper,698,550,0,0,50,2,5,false,mate,2026-01-13 23:45:26
3,vampiro,718,965,330,330,211,0,0,true,enemy,2026-01-13 23:45:26
11,guerra,403,775,71,71,127,1,1,true,enemy,2026-01-13 23:45:26
16,shield,636,883,0,0,296,0,2,true,enemy,2026-01-13 23:45:26
14,queen,480,38,0,0,0,1,3,true,enemy,2026-01-13 23:45:26
5,spider,1011,218,0,0,85,1,4,true,enemy,2026-01-13 23:45:26
8,ghost,845,38,0,0,0,4,5,true,enemy,2026-01-13 23:45:26

3,vampiro,708,989,354,354,181,0,0,true,mate,2026-01-13 23:45:26
11,guerra,905,644,213,213,127,1,1,true,mate,2026-01-13 23:45:26
16,shield,482,777,0,0,190,0,2,true,mate,2026-01-13 23:45:26
14,queen,394,0,0,0,0,2,3,true,mate,2026-01-13 23:45:26
5,spider,862,48,0,0,12,2,4,true,mate,2026-01-13 23:45:26
8,ghost,911,416,0,0,0,3,5,true,mate,2026-01-13 23:45:26
4,monje,572,909,0,0,329,0,0,false,enemy,2026-01-13 23:45:26
9,pantano,300,835,288,288,52,0,1,false,enemy,2026-01-13 23:45:26
6,capitan,428,837,80,80,127,0,2,false,enemy,2026-01-13 23:45:26
14,queen,405,553,0,0,53,0,3,false,enemy,2026-01-13 23:45:26
2,sniper,462,588,0,0,88,1,4,false,enemy,2026-01-13 23:45:26
12,arqureo,872,527,0,0,27,0,5,false,enemy,2026-01-13 23:45:26

3,vampiro,627,1015,306,306,182,1,0,false,mate,2026-01-13 23:45:27
11,guerra,439,727,65,65,127,0,1,false,mate,2026-01-13 23:45:27
16,shield,474,777,0,0,190,0,2,false,mate,2026-01-13 23:45:27
14,queen,675,630,0,0,143,0,3,false,mate,2026-01-13 23:45:27
5,spider,1148,542,0,0,62,0,4,false,mate,2026-01-13 23:45:27
8,ghost,1848,500,0,0,0,7,5,false,mate,2026-01-13 23:45:27
7,Bosque,996,2107,1176,1318,316,1,0,true,enemy,2026-01-13 23:45:27
3,vampiro,354,780,175,175,65,0,1,true,enemy,2026-01-13 23:45:27
4,monje,517,866,0,0,286,0,2,true,enemy,2026-01-13 23:45:27
14,queen,808,281,0,0,81,2,3,true,enemy,2026-01-13 23:45:27
12,arqureo,600,588,0,0,88,0,4,true,enemy,2026-01-13 23:45:27
2,sniper,1083,589,0,0,89,3,5,true,enemy,2026-01-13 23:45:27

7,Bosque,350,1035,357,400,75,0,0,true,mate,2026-01-13 23:45:28
3,vampiro,610,1104,310,310,254,2,1,true,mate,2026-01-13 23:45:28
4,monje,407,848,0,0,279,0,2,true,mate,2026-01-13 23:45:28
14,queen,493,637,0,0,137,1,3,true,mate,2026-01-13 23:45:28
12,arqureo,1161,418,0,0,62,2,4,true,mate,2026-01-13 23:45:28
2,sniper,695,575,0,0,75,1,5,true,mate,2026-01-13 23:45:28
4,monje,482,739,0,0,178,1,0,false,enemy,2026-01-13 23:45:28
3,vampiro,468,823,283,283,0,0,1,false,enemy,2026-01-13 23:45:28
11,guerra,374,655,72,72,0,0,2,false,enemy,2026-01-13 23:45:28
8,ghost,1038,500,0,0,0,0,3,false,enemy,2026-01-13 23:45:28
10,magia,1210,480,0,0,0,0,4,false,enemy,2026-01-13 23:45:28
12,arqureo,1056,500,0,0,0,4,5,false,enemy,2026-01-13 23:45:28

7,Bosque,300,996,321,361,75,0,0,false,mate,2026-01-13 23:45:28
3,vampiro,352,1048,329,329,179,0,1,false,mate,2026-01-13 23:45:28
4,monje,517,831,0,0,264,0,2,false,mate,2026-01-13 23:45:28
14,queen,450,598,0,0,98,0,3,false,mate,2026-01-13 23:45:28
12,arqureo,1204,527,0,0,27,0,4,false,mate,2026-01-13 23:45:28
2,sniper,1040,527,0,0,27,3,5,false,mate,2026-01-13 23:45:28
11,guerra,591,865,226,287,0,1,0,true,enemy,2026-01-13 23:45:28
3,vampiro,612,970,327,430,0,0,1,true,enemy,2026-01-13 23:45:28
7,Bosque,650,1125,661,845,0,0,2,true,enemy,2026-01-13 23:45:28
8,ghost,1264,371,0,66,0,4,3,true,enemy,2026-01-13 23:45:28
1,sonida,480,516,470,80,0,0,4,true,enemy,2026-01-13 23:45:28
2,sniper,943,16,0,66,0,3,5,true,enemy,2026-01-13 23:45:28

11,guerra,356,614,65,79,0,0,0,true,mate,2026-01-13 23:45:29
3,vampiro,776,448,242,322,0,0,1,true,mate,2026-01-13 23:45:29
7,Bosque,300,1045,344,485,0,0,2,true,mate,2026-01-13 23:45:29
8,ghost,1208,509,0,66,0,0,3,true,mate,2026-01-13 23:45:29
1,sonida,504,568,451,108,0,0,4,true,mate,2026-01-13 23:45:29
2,sniper,1232,548,0,94,0,6,5,true,mate,2026-01-13 23:45:29
4,monje,407,747,0,0,167,0,0,false,enemy,2026-01-13 23:45:29
6,capitan,367,863,80,80,153,0,1,false,enemy,2026-01-13 23:45:29
11,guerra,660,935,230,230,127,0,2,false,enemy,2026-01-13 23:45:29
8,ghost,943,552,0,0,52,0,3,false,enemy,2026-01-13 23:45:29
15,assassin,770,628,0,0,128,3,4,false,enemy,2026-01-13 23:45:29
