index,name,造成伤害,承受伤害,造成治疗,收到治疗,有效护盾,击杀数,位置,胜利,描述,时间戳
4,monje,383,630,0,0,80,0,1,true,enemy,2025-12-28 15:56:34
13,toad,432,580,0,0,0,0,2,true,enemy,2025-12-28 15:56:34
5,spider,929,207,0,0,0,4,3,true,enemy,2025-12-28 15:56:34
8,ghost,803,205,0,0,0,3,4,true,enemy,2025-12-28 15:56:34
12,arqureo,726,500,0,0,0,1,5,true,enemy,2025-12-28 15:56:34

11,guerra,252,580,0,0,0,0,0,true,mate,2025-12-28 15:56:35
7,Bosque,294,898,338,338,0,0,1,true,mate,2025-12-28 15:56:35
9,pantano,288,757,295,295,0,1,2,true,mate,2025-12-28 15:56:35
2,sniper,806,443,0,0,0,5,3,true,mate,2025-12-28 15:56:35
12,arqureo,1006,195,0,0,0,1,4,true,mate,2025-12-28 15:56:35
10,magia,1061,480,0,0,0,0,5,true,mate,2025-12-28 15:56:35
4,monje,383,666,0,36,80,0,0,false,enemy,2025-12-28 15:56:35
3,vampiro,425,790,216,270,0,0,1,false,enemy,2025-12-28 15:56:35
6,capitan,579,696,0,66,0,0,2,false,enemy,2025-12-28 15:56:35
1,sonida,549,502,312,72,0,1,3,false,enemy,2025-12-28 15:56:35
5,spider,633,472,0,42,0,1,4,false,enemy,2025-12-28 15:56:35
8,ghost,755,542,0,42,0,4,5,false,enemy,2025-12-28 15:56:35

4,monje,341,718,0,78,80,1,0,true,mate,2025-12-28 15:56:36
9,pantano,459,695,657,717,0,2,1,true,mate,2025-12-28 15:56:36
7,Bosque,504,895,491,575,0,0,2,true,mate,2025-12-28 15:56:36
1,sonida,500,502,420,72,0,0,3,true,mate,2025-12-28 15:56:36
5,spider,741,526,0,66,0,1,4,true,mate,2025-12-28 15:56:36
8,ghost,854,62,0,60,0,4,5,true,mate,2025-12-28 15:56:36
3,vampiro,230,591,71,71,0,0,0,false,enemy,2025-12-28 15:56:36
11,guerra,290,580,0,0,0,0,1,false,enemy,2025-12-28 15:56:36
13,toad,336,676,0,0,96,0,2,false,enemy,2025-12-28 15:56:36
12,arqureo,883,500,0,0,0,1,3,false,enemy,2025-12-28 15:56:36
10,magia,876,480,0,0,0,0,4,false,enemy,2025-12-28 15:56:36
2,sniper,783,500,0,0,0,2,5,false,enemy,2025-12-28 15:56:36

13,toad,240,666,0,0,96,0,0,false,mate,2025-12-28 15:56:37
7,Bosque,499,1102,542,542,0,0,1,false,mate,2025-12-28 15:56:37
6,capitan,412,630,0,0,0,0,2,false,mate,2025-12-28 15:56:37
8,ghost,1047,500,0,0,0,1,3,false,mate,2025-12-28 15:56:37
12,arqureo,543,500,0,0,0,0,4,false,mate,2025-12-28 15:56:37
2,sniper,675,500,0,0,0,2,5,false,mate,2025-12-28 15:56:37
11,guerra,437,709,99,129,0,0,0,true,enemy,2025-12-28 15:56:37
9,pantano,476,817,248,290,0,0,1,true,enemy,2025-12-28 15:56:37
3,vampiro,599,986,340,466,0,1,2,true,enemy,2025-12-28 15:56:37
5,spider,783,372,0,84,0,0,3,true,enemy,2025-12-28 15:56:37
10,magia,1222,400,0,72,0,5,4,true,enemy,2025-12-28 15:56:37
1,sonida,525,132,414,60,0,0,5,true,enemy,2025-12-28 15:56:37

6,capitan,381,684,0,54,0,0,0,false,mate,2025-12-28 15:56:39
11,guerra,278,604,0,24,0,0,1,false,mate,2025-12-28 15:56:39
3,vampiro,825,992,418,472,0,0,2,false,mate,2025-12-28 15:56:39
8,ghost,918,500,0,30,0,1,3,false,mate,2025-12-28 15:56:39
1,sonida,500,514,270,54,0,0,4,false,mate,2025-12-28 15:56:39
2,sniper,774,554,0,54,0,4,5,false,mate,2025-12-28 15:56:39
13,toad,245,676,0,0,96,1,0,true,enemy,2025-12-28 15:56:39
4,monje,347,640,0,0,80,0,1,true,enemy,2025-12-28 15:56:39
9,pantano,442,894,362,362,0,0,2,true,enemy,2025-12-28 15:56:39
5,spider,756,460,0,0,0,1,3,true,enemy,2025-12-28 15:56:39
12,arqureo,736,500,0,0,0,2,4,true,enemy,2025-12-28 15:56:39
10,magia,1322,422,0,0,0,2,5,true,enemy,2025-12-28 15:56:39

3,vampiro,550,781,261,261,0,0,0,true,mate,2025-12-28 15:56:40
13,toad,311,676,0,0,96,0,1,true,mate,2025-12-28 15:56:40
9,pantano,246,698,228,228,0,0,2,true,mate,2025-12-28 15:56:40
2,sniper,842,334,0,0,0,3,3,true,mate,2025-12-28 15:56:40
10,magia,1106,232,0,0,0,3,4,true,mate,2025-12-28 15:56:40
12,arqureo,1009,500,0,0,0,0,5,true,mate,2025-12-28 15:56:40
7,Bosque,420,1174,536,614,0,0,0,false,enemy,2025-12-28 15:56:40
4,monje,487,692,0,42,100,0,1,false,enemy,2025-12-28 15:56:40
6,capitan,295,630,0,0,0,1,2,false,enemy,2025-12-28 15:56:40
8,ghost,987,530,0,30,0,4,3,false,enemy,2025-12-28 15:56:40
1,sonida,406,526,258,66,0,1,4,false,enemy,2025-12-28 15:56:40
5,spider,787,502,0,42,0,0,5,false,enemy,2025-12-28 15:56:40

6,capitan,381,672,0,42,0,0,0,true,mate,2025-12-28 15:56:41
7,Bosque,210,700,80,140,0,0,1,true,mate,2025-12-28 15:56:41
9,pantano,406,883,362,404,0,0,2,true,mate,2025-12-28 15:56:41
1,sonida,493,536,330,84,0,1,3,true,mate,2025-12-28 15:56:41
10,magia,876,522,0,42,0,0,4,true,mate,2025-12-28 15:56:41
12,arqureo,1215,526,0,60,0,5,5,true,mate,2025-12-28 15:56:41
3,vampiro,354,748,228,228,0,0,0,false,enemy,2025-12-28 15:56:41
4,monje,608,690,0,0,130,2,1,false,enemy,2025-12-28 15:56:41
11,guerra,370,683,103,103,0,0,2,false,enemy,2025-12-28 15:56:41
8,ghost,932,500,0,0,0,0,3,false,enemy,2025-12-28 15:56:41
5,spider,1061,460,0,0,0,2,4,false,enemy,2025-12-28 15:56:41
2,sniper,514,500,0,0,0,1,5,false,enemy,2025-12-28 15:56:41

7,Bosque,395,959,526,526,0,1,0,true,mate,2025-12-28 15:56:42
4,monje,385,650,0,0,90,1,1,true,mate,2025-12-28 15:56:42
6,capitan,447,630,0,0,0,0,2,true,mate,2025-12-28 15:56:42
12,arqureo,939,189,0,0,0,0,3,true,mate,2025-12-28 15:56:42
5,spider,832,253,0,0,0,1,4,true,mate,2025-12-28 15:56:42
2,sniper,603,500,0,0,0,3,5,true,mate,2025-12-28 15:56:42
3,vampiro,400,796,210,276,0,0,0,false,enemy,2025-12-28 15:56:42
13,toad,240,592,0,12,0,0,1,false,enemy,2025-12-28 15:56:42
11,guerra,299,592,0,12,0,0,2,false,enemy,2025-12-28 15:56:42
8,ghost,851,500,0,30,0,1,3,false,enemy,2025-12-28 15:56:42
1,sonida,400,526,216,66,0,0,4,false,enemy,2025-12-28 15:56:42
10,magia,991,480,0,30,0,2,5,false,enemy,2025-12-28 15:56:42

4,monje,445,712,0,0,152,0,0,true,mate,2025-12-28 15:56:43
13,toad,534,568,0,0,0,1,1,true,mate,2025-12-28 15:56:43
9,pantano,272,695,248,248,0,1,2,true,mate,2025-12-28 15:56:43
2,sniper,708,454,0,0,0,3,3,true,mate,2025-12-28 15:56:43
12,arqureo,989,380,0,0,0,1,4,true,mate,2025-12-28 15:56:43
5,spider,903,368,0,0,0,0,5,true,mate,2025-12-28 15:56:43
7,Bosque,420,1099,449,539,0,0,0,false,enemy,2025-12-28 15:56:43
6,capitan,315,630,0,0,0,0,1,false,enemy,2025-12-28 15:56:43
11,guerra,290,604,0,24,0,0,2,false,enemy,2025-12-28 15:56:43
1,sonida,512,502,282,72,0,1,3,false,enemy,2025-12-28 15:56:43
10,magia,876,492,0,42,0,0,4,false,enemy,2025-12-28 15:56:43
8,ghost,891,524,0,54,0,2,5,false,enemy,2025-12-28 15:56:43

3,vampiro,200,561,41,41,0,0,0,false,mate,2025-12-28 15:56:44
11,guerra,427,679,99,99,0,0,1,false,mate,2025-12-28 15:56:44
9,pantano,390,776,295,295,0,2,2,false,mate,2025-12-28 15:56:44
12,arqureo,445,500,0,0,0,1,3,false,mate,2025-12-28 15:56:44
10,magia,1061,480,0,0,0,0,4,false,mate,2025-12-28 15:56:44
8,ghost,956,500,0,0,0,2,5,false,mate,2025-12-28 15:56:44
6,capitan,447,720,0,90,0,0,0,true,enemy,2025-12-28 15:56:44
7,Bosque,457,937,574,628,0,1,1,true,enemy,2025-12-28 15:56:44
4,monje,383,620,0,30,30,0,2,true,enemy,2025-12-28 15:56:44
5,spider,794,150,0,30,0,1,3,true,enemy,2025-12-28 15:56:44
2,sniper,887,522,0,54,0,3,4,true,enemy,2025-12-28 15:56:44
1,sonida,500,502,300,42,0,0,5,true,enemy,2025-12-28 15:56:44

7,Bosque,504,1189,629,629,0,0,0,true,mate,2025-12-28 15:56:45
6,capitan,379,721,0,0,91,1,1,true,mate,2025-12-28 15:56:45
13,toad,240,580,0,0,0,0,2,true,mate,2025-12-28 15:56:45
2,sniper,1075,500,0,0,0,3,3,true,mate,2025-12-28 15:56:45
8,ghost,1186,314,0,0,0,2,4,true,mate,2025-12-28 15:56:45
12,arqureo,543,500,0,0,0,0,5,true,mate,2025-12-28 15:56:45
4,monje,383,706,0,66,80,0,0,false,enemy,2025-12-28 15:56:45
11,guerra,365,746,100,166,0,0,1,false,enemy,2025-12-28 15:56:45
9,pantano,536,945,362,404,0,3,2,false,enemy,2025-12-28 15:56:45
10,magia,1061,516,0,66,0,0,3,false,enemy,2025-12-28 15:56:45
1,sonida,525,524,372,72,0,1,4,false,enemy,2025-12-28 15:56:45
5,spider,1030,490,0,60,0,3,5,false,enemy,2025-12-28 15:56:45

9,pantano,358,771,295,295,0,0,0,true,mate,2025-12-28 15:56:46
7,Bosque,210,659,99,99,0,0,1,true,mate,2025-12-28 15:56:46
4,monje,719,601,0,0,100,1,2,true,mate,2025-12-28 15:56:46
2,sniper,650,360,0,0,0,3,3,true,mate,2025-12-28 15:56:46
8,ghost,778,500,0,0,0,1,4,true,mate,2025-12-28 15:56:46
12,arqureo,783,320,0,0,0,1,5,true,mate,2025-12-28 15:56:46
11,guerra,571,733,99,153,0,0,0,false,enemy,2025-12-28 15:56:46
6,capitan,381,672,0,42,0,0,1,false,enemy,2025-12-28 15:56:46
3,vampiro,250,651,71,131,0,0,2,false,enemy,2025-12-28 15:56:46
1,sonida,424,502,258,42,0,1,3,false,enemy,2025-12-28 15:56:46
5,spider,741,460,0,30,0,2,4,false,enemy,2025-12-28 15:56:46
10,magia,844,480,0,30,0,0,5,false,enemy,2025-12-28 15:56:46

11,guerra,432,724,102,144,0,0,0,false,mate,2025-12-28 15:56:47
13,toad,336,718,0,42,96,0,1,false,mate,2025-12-28 15:56:47
3,vampiro,250,632,64,112,0,0,2,false,mate,2025-12-28 15:56:47
2,sniper,608,512,0,42,0,3,3,false,mate,2025-12-28 15:56:47
10,magia,1264,480,0,30,0,0,4,false,mate,2025-12-28 15:56:47
1,sonida,500,518,270,66,0,0,5,false,mate,2025-12-28 15:56:47
7,Bosque,462,927,587,587,0,0,0,true,enemy,2025-12-28 15:56:47
4,monje,444,650,0,0,100,1,1,true,enemy,2025-12-28 15:56:47
6,capitan,353,630,0,0,0,0,2,true,enemy,2025-12-28 15:56:47
12,arqureo,928,215,0,0,0,3,3,true,enemy,2025-12-28 15:56:47
8,ghost,704,500,0,0,0,0,4,true,enemy,2025-12-28 15:56:47
5,spider,783,458,0,0,0,2,5,true,enemy,2025-12-28 15:56:47

13,toad,576,784,0,108,96,0,0,false,mate,2025-12-28 15:56:48
3,vampiro,437,937,231,321,96,0,1,false,mate,2025-12-28 15:56:48
11,guerra,487,707,97,127,0,0,2,false,mate,2025-12-28 15:56:48
5,spider,783,532,0,72,0,0,3,false,mate,2025-12-28 15:56:48
1,sonida,500,520,420,60,0,0,4,false,mate,2025-12-28 15:56:48
2,sniper,681,560,0,60,0,4,5,false,mate,2025-12-28 15:56:48
6,capitan,315,630,0,0,0,0,0,true,enemy,2025-12-28 15:56:48
4,monje,399,650,0,0,90,0,1,true,enemy,2025-12-28 15:56:48
7,Bosque,407,1189,629,629,0,1,2,true,enemy,2025-12-28 15:56:48
10,magia,1020,480,0,0,0,0,3,true,enemy,2025-12-28 15:56:48
12,arqureo,1085,490,0,0,0,4,4,true,enemy,2025-12-28 15:56:48
8,ghost,982,25,0,0,0,3,5,true,enemy,2025-12-28 15:56:48

4,monje,350,700,0,60,80,1,0,false,mate,2025-12-28 15:56:50
9,pantano,386,860,362,416,0,1,1,false,mate,2025-12-28 15:56:50
3,vampiro,653,944,352,424,0,2,2,false,mate,2025-12-28 15:56:50
2,sniper,736,512,0,42,0,1,3,false,mate,2025-12-28 15:56:50
1,sonida,600,502,384,72,0,0,4,false,mate,2025-12-28 15:56:50
5,spider,909,544,0,84,0,0,5,false,mate,2025-12-28 15:56:50
6,capitan,315,630,0,0,0,0,0,true,enemy,2025-12-28 15:56:50
7,Bosque,306,883,323,323,0,0,1,true,enemy,2025-12-28 15:56:50
13,toad,240,676,0,0,96,0,2,true,enemy,2025-12-28 15:56:50
12,arqureo,1178,422,0,0,0,4,3,true,enemy,2025-12-28 15:56:50
8,ghost,995,365,0,0,0,3,4,true,enemy,2025-12-28 15:56:50
10,magia,988,480,0,0,0,0,5,true,enemy,2025-12-28 15:56:50

3,vampiro,500,848,250,328,0,0,0,false,mate,2025-12-28 15:56:51
13,toad,264,730,0,54,96,0,1,false,mate,2025-12-28 15:56:51
4,monje,435,650,0,30,60,0,2,false,mate,2025-12-28 15:56:51
2,sniper,739,536,0,66,0,1,3,false,mate,2025-12-28 15:56:51
10,magia,1247,534,0,84,0,2,4,false,mate,2025-12-28 15:56:51
1,sonida,600,532,384,72,0,0,5,false,mate,2025-12-28 15:56:51
7,Bosque,420,1113,553,553,0,0,0,true,enemy,2025-12-28 15:56:51
6,capitan,447,630,0,0,0,0,1,true,enemy,2025-12-28 15:56:51
9,pantano,400,828,295,295,0,1,2,true,enemy,2025-12-28 15:56:51
12,arqureo,1217,292,0,0,0,3,3,true,enemy,2025-12-28 15:56:51
5,spider,521,460,0,0,0,1,4,true,enemy,2025-12-28 15:56:51
