index,name,造成伤害,承受伤害,造成治疗,收到治疗,有效护盾,击杀数,位置,胜利,描述,时间戳
9,pantano,368,915,295,340,121,1,1,false,mate,2026-01-02 16:29:50
11,guerra,373,728,118,148,0,0,2,false,mate,2026-01-02 16:29:50
12,arqureo,1476,627,0,60,72,3,3,false,mate,2026-01-02 16:29:50
1,sonida,500,658,390,105,98,0,4,false,mate,2026-01-02 16:29:50
14,queen,482,670,0,75,100,1,5,false,mate,2026-01-02 16:29:50
3,vampiro,385,772,252,252,0,0,0,true,enemy,2026-01-02 16:29:50
7,Bosque,532,1210,650,650,0,0,1,true,enemy,2026-01-02 16:29:50
6,capitan,447,630,0,0,0,0,2,true,enemy,2026-01-02 16:29:50
2,sniper,722,500,0,0,0,2,3,true,enemy,2026-01-02 16:29:50
5,spider,1112,196,0,0,0,3,4,true,enemy,2026-01-02 16:29:50
8,ghost,1103,225,0,0,0,2,5,true,enemy,2026-01-02 16:29:50

13,toad,240,660,0,30,50,0,0,false,mate,2026-01-02 16:29:51
3,vampiro,550,1137,276,411,230,0,1,false,mate,2026-01-02 16:29:51
4,monje,662,882,0,60,262,0,2,false,mate,2026-01-02 16:29:51
14,queen,360,550,0,30,50,0,3,false,mate,2026-01-02 16:29:51
12,arqureo,1128,550,0,30,50,3,4,false,mate,2026-01-02 16:29:51
1,sonida,500,555,330,45,50,0,5,false,mate,2026-01-02 16:29:51
11,guerra,639,688,108,108,0,0,0,true,enemy,2026-01-02 16:29:51
6,capitan,315,630,0,0,0,0,1,true,enemy,2026-01-02 16:29:51
9,pantano,442,828,295,295,0,1,2,true,enemy,2026-01-02 16:29:51
8,ghost,955,430,0,0,0,5,3,true,enemy,2026-01-02 16:29:51
5,spider,710,480,0,0,0,1,4,true,enemy,2026-01-02 16:29:51
10,magia,1313,400,0,0,0,1,5,true,enemy,2026-01-02 16:29:51

11,guerra,288,610,0,30,0,0,0,true,mate,2026-01-02 16:29:52
9,pantano,477,861,362,392,0,1,1,true,mate,2026-01-02 16:29:52
3,vampiro,587,927,302,407,0,0,2,true,mate,2026-01-02 16:29:52
1,sonida,320,490,255,30,0,1,3,true,mate,2026-01-02 16:29:52
2,sniper,974,500,0,30,0,1,4,true,mate,2026-01-02 16:29:52
12,arqureo,1653,449,0,30,0,4,5,true,mate,2026-01-02 16:29:52
6,capitan,396,728,0,0,98,1,0,false,enemy,2026-01-02 16:29:52
7,Bosque,420,1033,375,375,98,0,1,false,enemy,2026-01-02 16:29:52
4,monje,383,704,0,0,154,0,2,false,enemy,2026-01-02 16:29:52
5,spider,1200,578,0,0,98,1,3,false,enemy,2026-01-02 16:29:52
14,queen,655,624,0,0,124,1,4,false,enemy,2026-01-02 16:29:52
8,ghost,759,598,0,0,98,1,5,false,enemy,2026-01-02 16:29:52

9,pantano,517,941,429,474,0,1,0,false,mate,2026-01-02 16:29:52
6,capitan,315,720,0,90,0,0,1,false,mate,2026-01-02 16:29:52
4,monje,383,685,0,30,95,0,2,false,mate,2026-01-02 16:29:52
12,arqureo,483,575,0,75,0,0,3,false,mate,2026-01-02 16:29:52
8,ghost,855,545,0,45,0,0,4,false,mate,2026-01-02 16:29:52
1,sonida,500,505,330,45,0,0,5,false,mate,2026-01-02 16:29:52
13,toad,240,580,0,0,0,0,0,true,enemy,2026-01-02 16:29:52
3,vampiro,626,926,372,372,66,1,1,true,enemy,2026-01-02 16:29:52
7,Bosque,364,949,579,579,0,0,2,true,enemy,2026-01-02 16:29:52
10,magia,1181,446,0,0,0,0,3,true,enemy,2026-01-02 16:29:52
5,spider,665,76,0,0,0,1,4,true,enemy,2026-01-02 16:29:52
2,sniper,895,76,0,0,0,4,5,true,enemy,2026-01-02 16:29:52

6,capitan,354,720,0,90,0,0,0,false,mate,2026-01-02 16:29:53
4,monje,709,820,0,90,180,1,1,false,mate,2026-01-02 16:29:53
9,pantano,490,866,362,392,0,0,2,false,mate,2026-01-02 16:29:53
5,spider,989,540,0,60,0,1,3,false,mate,2026-01-02 16:29:53
12,arqureo,840,560,0,60,0,0,4,false,mate,2026-01-02 16:29:53
1,sonida,454,520,390,60,0,1,5,false,mate,2026-01-02 16:29:53
13,toad,264,799,0,0,219,0,0,true,enemy,2026-01-02 16:29:53
7,Bosque,252,990,332,332,98,0,1,true,enemy,2026-01-02 16:29:53
11,guerra,491,764,110,110,74,1,2,true,enemy,2026-01-02 16:29:53
2,sniper,1057,544,0,0,100,3,3,true,enemy,2026-01-02 16:29:53
10,magia,1446,569,0,0,98,2,4,true,enemy,2026-01-02 16:29:53
14,queen,526,170,0,0,0,0,5,true,enemy,2026-01-02 16:29:53

6,capitan,250,705,0,75,0,0,0,true,mate,2026-01-02 16:29:54
9,pantano,283,790,309,339,0,1,1,true,mate,2026-01-02 16:29:54
7,Bosque,420,762,441,516,0,0,2,true,mate,2026-01-02 16:29:54
2,sniper,1070,536,0,45,0,4,3,true,mate,2026-01-02 16:29:54
12,arqureo,972,404,0,60,0,1,4,true,mate,2026-01-02 16:29:54
1,sonida,476,494,420,135,0,1,5,true,mate,2026-01-02 16:29:54
13,toad,240,580,0,0,0,0,0,false,enemy,2026-01-02 16:29:54
4,monje,383,645,0,0,95,0,1,false,enemy,2026-01-02 16:29:54
3,vampiro,383,755,235,235,0,0,2,false,enemy,2026-01-02 16:29:54
5,spider,751,480,0,0,0,1,3,false,enemy,2026-01-02 16:29:54
8,ghost,771,500,0,0,0,2,4,false,enemy,2026-01-02 16:29:54
10,magia,1142,480,0,0,0,0,5,false,enemy,2026-01-02 16:29:54

6,capitan,693,659,0,0,91,2,0,true,mate,2026-01-02 16:29:54
9,pantano,372,826,295,295,50,1,1,true,mate,2026-01-02 16:29:54
13,toad,288,630,0,0,50,0,2,true,mate,2026-01-02 16:29:54
12,arqureo,1075,408,0,0,72,2,3,true,mate,2026-01-02 16:29:54
14,queen,454,370,0,0,44,1,4,true,mate,2026-01-02 16:29:54
2,sniper,1015,550,0,0,50,1,5,true,mate,2026-01-02 16:29:54
11,guerra,298,640,0,60,0,0,0,false,enemy,2026-01-02 16:29:54
4,monje,435,685,0,30,105,0,1,false,enemy,2026-01-02 16:29:54
7,Bosque,324,978,343,418,0,0,2,false,enemy,2026-01-02 16:29:54
10,magia,777,540,0,60,0,0,3,false,enemy,2026-01-02 16:29:54
1,sonida,500,535,360,75,0,0,4,false,enemy,2026-01-02 16:29:54
8,ghost,1100,500,0,60,0,4,5,false,enemy,2026-01-02 16:29:54

13,toad,336,580,0,0,0,0,0,false,mate,2026-01-02 16:29:55
11,guerra,483,723,108,108,35,1,1,false,mate,2026-01-02 16:29:55
6,capitan,381,630,0,0,0,0,2,false,mate,2026-01-02 16:29:55
10,magia,1509,480,0,0,0,1,3,false,mate,2026-01-02 16:29:55
12,arqureo,1400,500,0,0,0,2,4,false,mate,2026-01-02 16:29:55
2,sniper,854,500,0,0,0,1,5,false,mate,2026-01-02 16:29:55
3,vampiro,575,1010,278,368,122,0,0,true,enemy,2026-01-02 16:29:55
9,pantano,403,1015,389,434,50,0,1,true,enemy,2026-01-02 16:29:55
7,Bosque,559,1438,613,658,220,1,2,true,enemy,2026-01-02 16:29:55
14,queen,371,645,0,45,100,1,3,true,enemy,2026-01-02 16:29:55
1,sonida,379,579,300,45,74,1,4,true,enemy,2026-01-02 16:29:55
8,ghost,1126,276,0,30,50,3,5,true,enemy,2026-01-02 16:29:55

4,monje,435,705,0,0,145,0,0,true,mate,2026-01-02 16:29:56
13,toad,384,580,0,0,0,0,1,true,mate,2026-01-02 16:29:56
6,capitan,645,517,0,0,0,0,2,true,mate,2026-01-02 16:29:56
2,sniper,856,323,0,0,0,3,3,true,mate,2026-01-02 16:29:56
12,arqureo,837,193,0,0,0,2,4,true,mate,2026-01-02 16:29:56
5,spider,731,386,0,0,0,1,5,true,mate,2026-01-02 16:29:56
11,guerra,290,604,0,0,24,0,0,false,enemy,2026-01-02 16:29:56
7,Bosque,198,934,302,302,74,0,1,false,enemy,2026-01-02 16:29:56
3,vampiro,200,622,54,54,48,0,2,false,enemy,2026-01-02 16:29:56
8,ghost,926,550,0,0,50,2,3,false,enemy,2026-01-02 16:29:56
14,queen,313,598,0,0,98,1,4,false,enemy,2026-01-02 16:29:56
10,magia,777,578,0,0,98,0,5,false,enemy,2026-01-02 16:29:56

7,Bosque,441,1203,618,618,220,0,0,true,mate,2026-01-02 16:29:56
6,capitan,740,614,0,0,89,3,1,true,mate,2026-01-02 16:29:56
3,vampiro,250,569,49,49,0,0,2,true,mate,2026-01-02 16:29:56
14,queen,513,265,0,0,72,1,3,true,mate,2026-01-02 16:29:56
5,spider,945,423,0,0,50,1,4,true,mate,2026-01-02 16:29:56
12,arqureo,1032,600,0,0,100,1,5,true,mate,2026-01-02 16:29:56
9,pantano,598,981,429,489,0,0,0,false,enemy,2026-01-02 16:29:56
11,guerra,231,610,0,30,0,0,1,false,enemy,2026-01-02 16:29:56
4,monje,435,740,0,75,105,0,2,false,enemy,2026-01-02 16:29:56
1,sonida,550,490,375,60,0,0,3,false,enemy,2026-01-02 16:29:56
10,magia,751,540,0,60,0,0,4,false,enemy,2026-01-02 16:29:56
8,ghost,1109,560,0,90,0,4,5,false,enemy,2026-01-02 16:29:56

9,pantano,548,859,657,807,0,0,0,true,mate,2026-01-02 16:29:57
4,monje,435,841,0,90,201,0,1,true,mate,2026-01-02 16:29:57
13,toad,336,625,0,45,0,0,2,true,mate,2026-01-02 16:29:57
12,arqureo,1180,0,0,60,0,2,3,true,mate,2026-01-02 16:29:57
8,ghost,876,307,0,75,0,4,4,true,mate,2026-01-02 16:29:57
1,sonida,501,159,480,60,0,2,5,true,mate,2026-01-02 16:29:57
11,guerra,449,789,111,111,98,0,0,false,enemy,2026-01-02 16:29:57
3,vampiro,250,611,67,67,24,0,1,false,enemy,2026-01-02 16:29:57
6,capitan,321,728,0,0,98,1,2,false,enemy,2026-01-02 16:29:57
2,sniper,642,598,0,0,98,1,3,false,enemy,2026-01-02 16:29:57
5,spider,728,554,0,0,74,0,4,false,enemy,2026-01-02 16:29:57
14,queen,411,596,0,0,96,0,5,false,enemy,2026-01-02 16:29:57

9,pantano,556,1062,523,553,50,2,0,false,mate,2026-01-02 16:29:58
6,capitan,580,875,0,75,170,0,1,false,mate,2026-01-02 16:29:58
4,monje,383,807,0,30,217,0,2,false,mate,2026-01-02 16:29:58
14,queen,476,660,0,60,124,1,3,false,mate,2026-01-02 16:29:58
12,arqureo,1362,630,0,30,100,4,4,false,mate,2026-01-02 16:29:58
1,sonida,350,540,255,30,50,0,5,false,mate,2026-01-02 16:29:58
7,Bosque,420,935,375,375,0,0,0,true,enemy,2026-01-02 16:29:58
13,toad,240,580,0,0,0,0,1,true,enemy,2026-01-02 16:29:58
3,vampiro,617,956,384,384,52,0,2,true,enemy,2026-01-02 16:29:58
10,magia,1576,480,0,0,0,1,3,true,enemy,2026-01-02 16:29:58
2,sniper,631,500,0,0,0,2,4,true,enemy,2026-01-02 16:29:58
5,spider,1071,213,0,0,0,2,5,true,enemy,2026-01-02 16:29:58

3,vampiro,445,879,219,309,74,0,0,true,mate,2026-01-02 16:29:58
9,pantano,570,1133,557,647,172,2,1,true,mate,2026-01-02 16:29:58
7,Bosque,282,1107,335,425,146,0,2,true,mate,2026-01-02 16:29:58
1,sonida,550,605,465,75,124,1,3,true,mate,2026-01-02 16:29:58
14,queen,540,132,0,60,44,0,4,true,mate,2026-01-02 16:29:58
12,arqureo,1086,236,0,60,44,3,5,true,mate,2026-01-02 16:29:58
4,monje,470,715,0,0,165,0,0,false,enemy,2026-01-02 16:29:58
11,guerra,504,688,108,108,0,0,1,false,enemy,2026-01-02 16:29:58
13,toad,288,580,0,0,0,0,2,false,enemy,2026-01-02 16:29:58
8,ghost,1139,500,0,0,0,0,3,false,enemy,2026-01-02 16:29:58
2,sniper,1012,500,0,0,0,3,4,false,enemy,2026-01-02 16:29:58
5,spider,751,480,0,0,0,0,5,false,enemy,2026-01-02 16:29:58

9,pantano,382,826,295,295,74,1,0,true,mate,2026-01-02 16:29:59
6,capitan,353,725,0,0,95,1,1,true,mate,2026-01-02 16:29:59
13,toad,600,683,0,0,144,1,2,true,mate,2026-01-02 16:29:59
14,queen,458,566,0,0,72,3,3,true,mate,2026-01-02 16:29:59
2,sniper,1039,592,0,0,100,0,4,true,mate,2026-01-02 16:29:59
12,arqureo,1203,534,0,0,72,1,5,true,mate,2026-01-02 16:29:59
4,monje,539,750,0,75,125,0,0,false,enemy,2026-01-02 16:29:59
11,guerra,343,785,115,205,0,0,1,false,enemy,2026-01-02 16:29:59
7,Bosque,231,936,346,376,0,0,2,false,enemy,2026-01-02 16:29:59
1,sonida,500,550,390,90,0,0,3,false,enemy,2026-01-02 16:29:59
8,ghost,1232,500,0,60,0,3,4,false,enemy,2026-01-02 16:29:59
10,magia,1072,495,0,45,0,0,5,false,enemy,2026-01-02 16:29:59

3,vampiro,395,720,200,200,0,0,0,false,mate,2026-01-02 16:30:00
9,pantano,308,772,295,295,0,1,1,false,mate,2026-01-02 16:30:00
7,Bosque,210,653,93,93,0,0,2,false,mate,2026-01-02 16:30:00
10,magia,1172,480,0,0,0,0,3,false,mate,2026-01-02 16:30:00
12,arqureo,862,500,0,0,0,1,4,false,mate,2026-01-02 16:30:00
8,ghost,712,500,0,0,0,3,5,false,mate,2026-01-02 16:30:00
11,guerra,856,986,216,216,220,0,0,true,enemy,2026-01-02 16:30:00
13,toad,288,750,0,0,170,0,1,true,enemy,2026-01-02 16:30:00
4,monje,421,635,0,0,75,1,2,true,enemy,2026-01-02 16:30:00
14,queen,482,493,0,0,50,1,3,true,enemy,2026-01-02 16:30:00
2,sniper,758,510,0,0,10,2,4,true,enemy,2026-01-02 16:30:00
5,spider,820,285,0,0,22,2,5,true,enemy,2026-01-02 16:30:00

4,monje,383,680,0,45,75,0,0,false,mate,2026-01-02 16:30:00
6,capitan,566,749,0,45,74,0,1,false,mate,2026-01-02 16:30:00
11,guerra,498,981,111,231,170,1,2,false,mate,2026-01-02 16:30:00
1,sonida,400,540,300,30,50,0,3,false,mate,2026-01-02 16:30:00
12,arqureo,936,630,0,30,100,2,4,false,mate,2026-01-02 16:30:00
14,queen,495,572,0,30,72,0,5,false,mate,2026-01-02 16:30:00
9,pantano,701,1084,543,543,0,2,0,true,enemy,2026-01-02 16:30:00
13,toad,264,676,0,0,96,0,1,true,enemy,2026-01-02 16:30:00
3,vampiro,250,584,64,64,0,0,2,true,enemy,2026-01-02 16:30:00
8,ghost,947,70,0,0,0,8,3,true,enemy,2026-01-02 16:30:00
10,magia,1069,480,0,0,0,0,4,true,enemy,2026-01-02 16:30:00
5,spider,946,409,0,0,0,2,5,true,enemy,2026-01-02 16:30:00

6,capitan,381,755,0,0,125,0,0,true,mate,2026-01-02 16:30:01
13,toad,288,630,0,0,50,0,1,true,mate,2026-01-02 16:30:01
4,monje,738,723,0,0,225,1,2,true,mate,2026-01-02 16:30:01
12,arqureo,967,311,0,0,50,1,3,true,mate,2026-01-02 16:30:01
2,sniper,900,532,0,0,50,2,4,true,mate,2026-01-02 16:30:01
14,queen,406,434,0,0,50,1,5,true,mate,2026-01-02 16:30:01
7,Bosque,210,855,295,295,0,0,0,false,enemy,2026-01-02 16:30:01
9,pantano,360,820,295,295,0,2,1,false,enemy,2026-01-02 16:30:01
11,guerra,289,580,0,0,0,0,2,false,enemy,2026-01-02 16:30:01
5,spider,608,480,0,0,0,1,3,false,enemy,2026-01-02 16:30:01
8,ghost,879,500,0,0,0,1,4,false,enemy,2026-01-02 16:30:01
10,magia,1074,480,0,0,0,0,5,false,enemy,2026-01-02 16:30:01

9,pantano,601,890,429,429,0,1,0,false,mate,2026-01-02 16:30:02
6,capitan,453,710,0,0,80,0,1,false,mate,2026-01-02 16:30:02
13,toad,336,580,0,0,0,0,2,false,mate,2026-01-02 16:30:02
2,sniper,876,500,0,0,0,1,3,false,mate,2026-01-02 16:30:02
8,ghost,1121,500,0,0,0,3,4,false,mate,2026-01-02 16:30:02
12,arqureo,1250,500,0,0,0,2,5,false,mate,2026-01-02 16:30:02
7,Bosque,420,1210,495,600,50,0,0,true,enemy,2026-01-02 16:30:02
3,vampiro,457,991,253,373,98,0,1,true,enemy,2026-01-02 16:30:02
11,guerra,294,814,108,138,96,0,2,true,enemy,2026-01-02 16:30:02
10,magia,1562,560,0,90,32,2,3,true,enemy,2026-01-02 16:30:02
1,sonida,625,459,480,90,22,2,4,true,enemy,2026-01-02 16:30:02
14,queen,308,565,0,45,74,1,5,true,enemy,2026-01-02 16:30:02

3,vampiro,485,883,265,265,98,0,0,false,mate,2026-01-02 16:30:02
4,monje,380,645,0,0,95,1,1,false,mate,2026-01-02 16:30:02
7,Bosque,210,892,260,260,122,0,2,false,mate,2026-01-02 16:30:02
8,ghost,826,558,0,0,58,1,3,false,mate,2026-01-02 16:30:02
14,queen,450,574,0,0,74,0,4,false,mate,2026-01-02 16:30:02
12,arqureo,561,574,0,0,74,1,5,false,mate,2026-01-02 16:30:02
13,toad,240,580,0,0,0,0,0,true,enemy,2026-01-02 16:30:02
6,capitan,315,630,0,0,0,0,1,true,enemy,2026-01-02 16:30:02
11,guerra,531,793,117,117,96,0,2,true,enemy,2026-01-02 16:30:02
10,magia,1285,455,0,0,0,3,3,true,enemy,2026-01-02 16:30:02
2,sniper,1016,316,0,0,0,1,4,true,enemy,2026-01-02 16:30:02
5,spider,799,138,0,0,0,2,5,true,enemy,2026-01-02 16:30:02

11,guerra,538,794,109,214,0,1,0,false,mate,2026-01-02 16:30:03
4,monje,449,760,0,75,125,1,1,false,mate,2026-01-02 16:30:03
6,capitan,513,660,0,30,0,0,2,false,mate,2026-01-02 16:30:03
12,arqureo,1027,500,0,30,0,1,3,false,mate,2026-01-02 16:30:03
5,spider,1089,502,0,30,0,2,4,false,mate,2026-01-02 16:30:03
1,sonida,400,490,300,30,0,0,5,false,mate,2026-01-02 16:30:03
3,vampiro,250,654,62,62,72,0,0,true,enemy,2026-01-02 16:30:03
13,toad,240,604,0,0,48,0,1,true,enemy,2026-01-02 16:30:03
9,pantano,561,1226,590,590,74,0,2,true,enemy,2026-01-02 16:30:03
8,ghost,791,598,0,0,98,0,3,true,enemy,2026-01-02 16:30:03
14,queen,405,550,0,0,50,0,4,true,enemy,2026-01-02 16:30:03
10,magia,1459,360,0,0,0,6,5,true,enemy,2026-01-02 16:30:03

4,monje,539,665,0,0,115,0,0,true,mate,2026-01-02 16:30:04
11,guerra,682,633,224,224,0,1,1,true,mate,2026-01-02 16:30:04
6,capitan,341,630,0,0,0,0,2,true,mate,2026-01-02 16:30:04
5,spider,993,10,0,0,0,2,3,true,mate,2026-01-02 16:30:04
12,arqureo,863,0,0,0,0,1,4,true,mate,2026-01-02 16:30:04
8,ghost,798,261,0,0,0,4,5,true,mate,2026-01-02 16:30:04
3,vampiro,250,719,67,127,72,0,0,false,enemy,2026-01-02 16:30:04
13,toad,288,834,0,60,194,0,1,false,enemy,2026-01-02 16:30:04
9,pantano,334,1032,416,461,74,1,2,false,enemy,2026-01-02 16:30:04
14,queen,315,619,0,45,74,0,3,false,enemy,2026-01-02 16:30:04
2,sniper,563,515,0,45,0,1,4,false,enemy,2026-01-02 16:30:04
1,sonida,459,497,300,45,22,1,5,false,enemy,2026-01-02 16:30:04

13,toad,384,580,0,0,0,0,0,false,mate,2026-01-02 16:30:05
7,Bosque,294,869,309,309,0,0,1,false,mate,2026-01-02 16:30:05
6,capitan,392,711,0,0,81,1,2,false,mate,2026-01-02 16:30:05
5,spider,884,480,0,0,0,1,3,false,mate,2026-01-02 16:30:05
8,ghost,1079,500,0,0,0,3,4,false,mate,2026-01-02 16:30:05
12,arqureo,1146,500,0,0,0,1,5,false,mate,2026-01-02 16:30:05
3,vampiro,425,1065,255,375,170,0,0,true,enemy,2026-01-02 16:30:05
11,guerra,576,783,108,153,50,0,1,true,enemy,2026-01-02 16:30:05
4,monje,357,776,0,45,171,0,2,true,enemy,2026-01-02 16:30:05
10,magia,1365,537,0,60,96,3,3,true,enemy,2026-01-02 16:30:05
14,queen,468,326,0,60,72,2,4,true,enemy,2026-01-02 16:30:05
1,sonida,449,692,420,90,172,1,5,true,enemy,2026-01-02 16:30:05

6,capitan,314,704,0,0,74,0,0,true,mate,2026-01-02 16:30:05
4,monje,383,705,0,0,145,0,1,true,mate,2026-01-02 16:30:05
7,Bosque,504,1084,611,611,146,0,2,true,mate,2026-01-02 16:30:05
10,magia,1241,562,0,0,106,0,3,true,mate,2026-01-02 16:30:05
12,arqureo,1099,264,0,0,22,5,4,true,mate,2026-01-02 16:30:05
14,queen,493,166,0,0,22,1,5,true,mate,2026-01-02 16:30:05
13,toad,456,751,0,75,96,0,0,false,enemy,2026-01-02 16:30:05
3,vampiro,250,655,75,135,0,0,1,false,enemy,2026-01-02 16:30:05
9,pantano,598,988,429,474,0,0,2,false,enemy,2026-01-02 16:30:05
1,sonida,466,535,360,75,0,1,3,false,enemy,2026-01-02 16:30:05
8,ghost,809,545,0,45,0,2,4,false,enemy,2026-01-02 16:30:05
2,sniper,930,560,0,60,0,1,5,false,enemy,2026-01-02 16:30:05

7,Bosque,336,937,303,303,74,0,0,true,mate,2026-01-02 16:30:06
4,monje,426,969,0,0,409,0,1,true,mate,2026-01-02 16:30:06
13,toad,415,654,0,0,98,1,2,true,mate,2026-01-02 16:30:06
14,queen,431,624,0,0,124,1,3,true,mate,2026-01-02 16:30:06
12,arqureo,1139,537,0,0,100,3,4,true,mate,2026-01-02 16:30:06
8,ghost,1032,205,0,0,100,1,5,true,mate,2026-01-02 16:30:06
11,guerra,565,743,103,163,0,0,0,false,enemy,2026-01-02 16:30:06
6,capitan,315,690,0,60,0,0,1,false,enemy,2026-01-02 16:30:06
9,pantano,320,876,317,377,0,0,2,false,enemy,2026-01-02 16:30:06
10,magia,1446,480,0,30,0,0,3,false,enemy,2026-01-02 16:30:06
1,sonida,400,490,270,30,0,0,4,false,enemy,2026-01-02 16:30:06
2,sniper,904,500,0,30,0,4,5,false,enemy,2026-01-02 16:30:06

7,Bosque,374,987,353,353,74,1,0,true,mate,2026-01-02 16:30:07
13,toad,288,726,0,0,146,0,1,true,mate,2026-01-02 16:30:07
4,monje,511,749,0,0,199,1,2,true,mate,2026-01-02 16:30:07
5,spider,990,361,0,0,50,2,3,true,mate,2026-01-02 16:30:07
12,arqureo,980,221,0,0,50,1,4,true,mate,2026-01-02 16:30:07
14,queen,405,574,0,0,74,0,5,true,mate,2026-01-02 16:30:07
9,pantano,324,721,228,228,0,1,0,false,enemy,2026-01-02 16:30:07
3,vampiro,385,772,252,252,0,0,1,false,enemy,2026-01-02 16:30:07
11,guerra,289,580,0,0,0,0,2,false,enemy,2026-01-02 16:30:07
8,ghost,814,500,0,0,0,1,3,false,enemy,2026-01-02 16:30:07
2,sniper,567,500,0,0,0,3,4,false,enemy,2026-01-02 16:30:07
10,magia,1254,480,0,0,0,0,5,false,enemy,2026-01-02 16:30:07

13,toad,240,580,0,0,0,0,0,true,mate,2026-01-02 16:30:08
9,pantano,427,841,362,362,0,0,1,true,mate,2026-01-02 16:30:08
7,Bosque,294,951,295,295,96,0,2,true,mate,2026-01-02 16:30:08
12,arqureo,1023,305,0,0,0,2,3,true,mate,2026-01-02 16:30:08
5,spider,731,113,0,0,0,3,4,true,mate,2026-01-02 16:30:08
10,magia,1085,480,0,0,0,1,5,true,mate,2026-01-02 16:30:08
3,vampiro,495,936,296,416,0,0,0,false,enemy,2026-01-02 16:30:08
11,guerra,293,595,0,15,0,0,1,false,enemy,2026-01-02 16:30:08
4,monje,643,749,0,30,159,1,2,false,enemy,2026-01-02 16:30:08
2,sniper,645,500,0,30,0,1,3,false,enemy,2026-01-02 16:30:08
1,sonida,350,490,255,30,0,0,4,false,enemy,2026-01-02 16:30:08
8,ghost,844,530,0,30,0,4,5,false,enemy,2026-01-02 16:30:08

11,guerra,918,759,227,227,72,1,0,true,mate,2026-01-02 16:30:08
13,toad,232,630,0,0,50,0,1,true,mate,2026-01-02 16:30:08
3,vampiro,462,888,222,222,146,0,2,true,mate,2026-01-02 16:30:08
5,spider,971,418,0,0,72,3,3,true,mate,2026-01-02 16:30:08
12,arqureo,890,370,0,0,44,1,4,true,mate,2026-01-02 16:30:08
14,queen,495,550,0,0,72,0,5,true,mate,2026-01-02 16:30:08
4,monje,331,720,0,75,85,0,0,false,enemy,2026-01-02 16:30:08
6,capitan,302,660,0,30,0,0,1,false,enemy,2026-01-02 16:30:08
9,pantano,623,1065,476,536,0,2,2,false,enemy,2026-01-02 16:30:08
10,magia,824,540,0,60,0,0,3,false,enemy,2026-01-02 16:30:08
1,sonida,440,500,300,45,0,0,4,false,enemy,2026-01-02 16:30:08
8,ghost,1137,525,0,30,0,2,5,false,enemy,2026-01-02 16:30:08

13,toad,331,580,0,0,0,1,0,true,mate,2026-01-02 16:30:09
4,monje,383,680,0,0,120,0,1,true,mate,2026-01-02 16:30:09
7,Bosque,415,622,410,410,0,1,2,true,mate,2026-01-02 16:30:09
12,arqureo,980,241,0,0,0,0,3,true,mate,2026-01-02 16:30:09
2,sniper,902,417,0,0,0,1,4,true,mate,2026-01-02 16:30:09
5,spider,901,429,0,0,0,2,5,true,mate,2026-01-02 16:30:09
3,vampiro,345,875,209,209,146,0,0,false,enemy,2026-01-02 16:30:09
11,guerra,293,580,0,0,24,0,1,false,enemy,2026-01-02 16:30:09
9,pantano,278,721,228,228,0,1,2,false,enemy,2026-01-02 16:30:09
14,queen,342,574,0,0,74,0,3,false,enemy,2026-01-02 16:30:09
8,ghost,892,565,0,0,65,3,4,false,enemy,2026-01-02 16:30:09
